node,NoT,NoR,Node_degree,sent_gas,received_gas,total_gas
1497,1.0,0.0,1.0,262578.0,0.0,262578.0
1498,0.0,1.0,1.0,0.0,262578.0,262578.0
1499,1.0,0.0,1.0,19718.0,0.0,19718.0
1500,1.0,0.0,1.0,31097.0,0.0,31097.0
1501,1.0,0.0,1.0,21000.0,0.0,21000.0
1502,2.0,0.0,2.0,208341.0,0.0,208341.0
1503,1.0,0.0,1.0,216239.0,0.0,216239.0
1504,0.0,1.0,1.0,0.0,21000.0,21000.0
1505,1.0,0.0,1.0,21000.0,0.0,21000.0
1506,0.0,1.0,1.0,0.0,21000.0,21000.0
1507,1.0,0.0,1.0,21000.0,0.0,21000.0
1508,0.0,1.0,1.0,0.0,21000.0,21000.0
1509,5.0,0.0,5.0,109918.0,0.0,109918.0
1510,0.0,1.0,1.0,0.0,21000.0,21000.0
1511,1.0,0.0,1.0,63209.0,0.0,63209.0
1512,0.0,1.0,1.0,0.0,21000.0,21000.0
1513,2.0,0.0,2.0,162648.0,0.0,162648.0
1514,0.0,1.0,1.0,0.0,21000.0,21000.0
1515,2.0,0.0,2.0,216384.0,0.0,216384.0
1516,1.0,0.0,1.0,31109.0,0.0,31109.0
1517,1.0,0.0,1.0,48525.0,0.0,48525.0
1518,1.0,0.0,1.0,21000.0,0.0,21000.0
1519,0.0,1.0,1.0,0.0,21000.0,21000.0
1520,1.0,0.0,1.0,21000.0,0.0,21000.0
1521,0.0,1.0,1.0,0.0,21000.0,21000.0
1522,0.0,1.0,1.0,0.0,21000.0,21000.0
1523,0.0,1.0,1.0,0.0,21000.0,21000.0
1524,0.0,1.0,1.0,0.0,21000.0,21000.0
1525,0.0,1.0,1.0,0.0,21000.0,21000.0
1526,0.0,1.0,1.0,0.0,21000.0,21000.0
1527,1.0,0.0,1.0,176519.0,0.0,176519.0
1528,0.0,1.0,1.0,0.0,176519.0,176519.0
1529,1.0,0.0,1.0,21000.0,0.0,21000.0
1530,2.0,0.0,2.0,106818.0,0.0,106818.0
1531,1.0,0.0,1.0,90381.0,0.0,90381.0
1532,0.0,1.0,1.0,0.0,90381.0,90381.0
1533,1.0,0.0,1.0,135229.0,0.0,135229.0
1534,1.0,0.0,1.0,60311.0,0.0,60311.0
1535,0.0,1.0,1.0,0.0,21000.0,21000.0
1536,1.0,0.0,1.0,63221.0,0.0,63221.0
1537,2.0,0.0,2.0,501751.0,0.0,501751.0
1538,1.0,0.0,1.0,19864.0,0.0,19864.0
1539,0.0,4.0,4.0,0.0,267438.0,267438.0
1540,1.0,0.0,1.0,58403.0,0.0,58403.0
1541,0.0,6.0,6.0,0.0,254154.0,254154.0
1542,0.0,1.0,1.0,0.0,21000.0,21000.0
1543,1.0,0.0,1.0,21000.0,0.0,21000.0
1544,0.0,1.0,1.0,0.0,21000.0,21000.0
1545,1.0,0.0,1.0,21000.0,0.0,21000.0
1546,0.0,1.0,1.0,0.0,21000.0,21000.0
1547,1.0,0.0,1.0,196699.0,0.0,196699.0
1548,1.0,0.0,1.0,91684.0,0.0,91684.0
1549,0.0,1.0,1.0,0.0,21000.0,21000.0
1550,1.0,0.0,1.0,184749.0,0.0,184749.0
1551,0.0,6.0,6.0,0.0,1123494.0,1123494.0
1552,3.0,0.0,3.0,289941.0,0.0,289941.0
1553,1.0,0.0,1.0,21000.0,0.0,21000.0
1554,0.0,3.0,3.0,0.0,63000.0,63000.0
1555,1.0,0.0,1.0,21000.0,0.0,21000.0
1556,1.0,0.0,1.0,21000.0,0.0,21000.0
1557,0.0,1.0,1.0,0.0,21000.0,21000.0
1558,1.0,0.0,1.0,271284.0,0.0,271284.0
1559,0.0,32.0,32.0,0.0,5235562.0,5235562.0
1560,1.0,0.0,1.0,155601.0,0.0,155601.0
1561,1.0,0.0,1.0,31097.0,0.0,31097.0
1562,1.0,0.0,1.0,103076.0,0.0,103076.0
1563,1.0,0.0,1.0,95956.0,0.0,95956.0
1564,1.0,0.0,1.0,31097.0,0.0,31097.0
1565,1.0,0.0,1.0,60311.0,0.0,60311.0
1566,1.0,0.0,1.0,41123.0,0.0,41123.0
1567,0.0,1.0,1.0,0.0,41123.0,41123.0
1568,1.0,0.0,1.0,46625.0,0.0,46625.0
1569,1.0,0.0,1.0,21000.0,0.0,21000.0
1570,1.0,0.0,1.0,113416.0,0.0,113416.0
1571,0.0,8.0,8.0,0.0,721606.0,721606.0
1572,1.0,0.0,1.0,21000.0,0.0,21000.0
1573,5.0,7.0,12.0,187962.0,147000.0,334962.0
1574,1.0,0.0,1.0,80348.0,0.0,80348.0
1575,0.0,4.0,4.0,0.0,503192.0,503192.0
1576,1.0,0.0,1.0,21000.0,0.0,21000.0
1577,0.0,1.0,1.0,0.0,21000.0,21000.0
1578,1.0,0.0,1.0,21000.0,0.0,21000.0
1579,0.0,1.0,1.0,0.0,21000.0,21000.0
1580,0.0,1.0,1.0,0.0,21000.0,21000.0
1581,1.0,0.0,1.0,183818.0,0.0,183818.0
1582,1.0,0.0,1.0,21000.0,0.0,21000.0
1583,1.0,0.0,1.0,21000.0,0.0,21000.0
1584,1.0,0.0,1.0,21000.0,0.0,21000.0
1585,10.0,25.0,35.0,210051.0,525000.0,735051.0
1586,0.0,1.0,1.0,0.0,21000.0,21000.0
1587,32.0,0.0,32.0,672000.0,0.0,672000.0
1588,0.0,1.0,1.0,0.0,21000.0,21000.0
1589,1.0,0.0,1.0,113368.0,0.0,113368.0
1590,0.0,1.0,1.0,0.0,21000.0,21000.0
1591,1.0,0.0,1.0,140455.0,0.0,140455.0
1592,1.0,0.0,1.0,46665.0,0.0,46665.0
1593,1.0,0.0,1.0,286461.0,0.0,286461.0
1594,0.0,1.0,1.0,0.0,21000.0,21000.0
1595,0.0,1.0,1.0,0.0,21000.0,21000.0
1596,1.0,0.0,1.0,186661.0,0.0,186661.0
1597,0.0,1.0,1.0,0.0,186661.0,186661.0
1598,1.0,1.0,2.0,21000.0,21000.0,42000.0
1599,0.0,1.0,1.0,0.0,21000.0,21000.0
1600,1.0,0.0,1.0,21000.0,0.0,21000.0
1601,1.0,0.0,1.0,63197.0,0.0,63197.0
1602,1.0,0.0,1.0,155745.0,0.0,155745.0
1603,0.0,1.0,1.0,0.0,21000.0,21000.0
1604,1.0,0.0,1.0,164319.0,0.0,164319.0
1605,0.0,1.0,1.0,0.0,21000.0,21000.0
1606,1.0,0.0,1.0,46109.0,0.0,46109.0
1607,1.0,0.0,1.0,21000.0,0.0,21000.0
1608,0.0,1.0,1.0,0.0,21000.0,21000.0
1609,5.0,0.0,5.0,323874.0,0.0,323874.0
1610,1.0,1.0,2.0,128549.0,21000.0,149549.0
1611,1.0,0.0,1.0,214125.0,0.0,214125.0
1612,3.0,0.0,3.0,1016180.0,0.0,1016180.0
1613,0.0,2.0,2.0,0.0,972863.0,972863.0
1614,0.0,1.0,1.0,0.0,21000.0,21000.0
1615,0.0,1.0,1.0,0.0,21000.0,21000.0
1616,0.0,1.0,1.0,0.0,21000.0,21000.0
1617,0.0,1.0,1.0,0.0,36745.0,36745.0
1618,0.0,1.0,1.0,0.0,21000.0,21000.0
1619,0.0,1.0,1.0,0.0,21000.0,21000.0
1620,1.0,0.0,1.0,21000.0,0.0,21000.0
1621,0.0,1.0,1.0,0.0,21000.0,21000.0
1622,1.0,0.0,1.0,80864.0,0.0,80864.0
1623,1.0,0.0,1.0,51860.0,0.0,51860.0
1624,0.0,1.0,1.0,0.0,51860.0,51860.0
1625,0.0,1.0,1.0,0.0,21000.0,21000.0
1626,1.0,0.0,1.0,21000.0,0.0,21000.0
1627,0.0,1.0,1.0,0.0,21000.0,21000.0
1628,2.0,0.0,2.0,39546.0,0.0,39546.0
1629,0.0,1.0,1.0,0.0,21000.0,21000.0
1630,1.0,0.0,1.0,102688.0,0.0,102688.0
1631,1.0,0.0,1.0,21000.0,0.0,21000.0
1632,1.0,0.0,1.0,21000.0,0.0,21000.0
1633,0.0,1.0,1.0,0.0,21000.0,21000.0
1634,1.0,1.0,2.0,21000.0,21000.0,42000.0
1635,1.0,0.0,1.0,19807.0,0.0,19807.0
1636,1.0,0.0,1.0,21000.0,0.0,21000.0
1637,0.0,1.0,1.0,0.0,21000.0,21000.0
1638,1.0,0.0,1.0,21000.0,0.0,21000.0
1639,0.0,1.0,1.0,0.0,21000.0,21000.0
1640,1.0,0.0,1.0,22019.0,0.0,22019.0
1641,1.0,0.0,1.0,33525.0,0.0,33525.0
1642,2.0,1.0,3.0,278586.0,21000.0,299586.0
1643,1.0,0.0,1.0,46097.0,0.0,46097.0
1644,1.0,0.0,1.0,260723.0,0.0,260723.0
1645,0.0,6.0,6.0,0.0,1350701.0,1350701.0
1646,0.0,1.0,1.0,0.0,21000.0,21000.0
1647,1.0,0.0,1.0,31097.0,0.0,31097.0
1648,1.0,0.0,1.0,93960.0,0.0,93960.0
1649,1.0,0.0,1.0,31109.0,0.0,31109.0
1650,1.0,0.0,1.0,21000.0,0.0,21000.0
1651,0.0,1.0,1.0,0.0,21000.0,21000.0
1652,1.0,0.0,1.0,34573.0,0.0,34573.0
1653,1.0,0.0,1.0,21000.0,0.0,21000.0
1654,1.0,0.0,1.0,220342.0,0.0,220342.0
1655,0.0,1.0,1.0,0.0,21000.0,21000.0
1656,1.0,0.0,1.0,34505.0,0.0,34505.0
1657,1.0,0.0,1.0,126558.0,0.0,126558.0
1658,0.0,36.0,36.0,0.0,5264147.0,5264147.0
1659,1.0,0.0,1.0,21000.0,0.0,21000.0
1660,1.0,0.0,1.0,31097.0,0.0,31097.0
1661,1.0,0.0,1.0,91422.0,0.0,91422.0
1662,1.0,0.0,1.0,36941.0,0.0,36941.0
1663,0.0,9.0,9.0,0.0,324201.0,324201.0
1664,1.0,0.0,1.0,31121.0,0.0,31121.0
1665,1.0,0.0,1.0,46626.0,0.0,46626.0
1666,0.0,2.0,2.0,0.0,93252.0,93252.0
1667,6.0,14.0,20.0,241479.0,294000.0,535479.0
1668,0.0,1.0,1.0,0.0,21000.0,21000.0
1669,1.0,0.0,1.0,215158.0,0.0,215158.0
1670,1.0,0.0,1.0,21000.0,0.0,21000.0
1671,1.0,0.0,1.0,129328.0,0.0,129328.0
1672,0.0,1.0,1.0,0.0,21000.0,21000.0
1673,1.0,0.0,1.0,21000.0,0.0,21000.0
1674,1.0,0.0,1.0,21000.0,0.0,21000.0
1675,0.0,1.0,1.0,0.0,21000.0,21000.0
1676,1.0,0.0,1.0,21000.0,0.0,21000.0
1677,1.0,0.0,1.0,46230.0,0.0,46230.0
1678,0.0,2.0,2.0,0.0,82913.0,82913.0
1679,1.0,0.0,1.0,198739.0,0.0,198739.0
1680,0.0,1.0,1.0,0.0,198739.0,198739.0
1681,1.0,0.0,1.0,21000.0,0.0,21000.0
1682,0.0,1.0,1.0,0.0,21000.0,21000.0
1683,1.0,0.0,1.0,159329.0,0.0,159329.0
1684,1.0,0.0,1.0,21000.0,0.0,21000.0
1685,5.0,0.0,5.0,881049.0,0.0,881049.0
1686,0.0,1.0,1.0,0.0,176423.0,176423.0
1687,0.0,1.0,1.0,0.0,21000.0,21000.0
1688,5.0,0.0,5.0,141844.0,0.0,141844.0
1689,0.0,1.0,1.0,0.0,39439.0,39439.0
1690,0.0,1.0,1.0,0.0,21000.0,21000.0
1691,0.0,1.0,1.0,0.0,21000.0,21000.0
1692,1.0,0.0,1.0,19795.0,0.0,19795.0
1693,0.0,1.0,1.0,0.0,21000.0,21000.0
1694,1.0,0.0,1.0,158178.0,0.0,158178.0
1695,1.0,0.0,1.0,20410.0,0.0,20410.0
1696,0.0,6.0,6.0,0.0,181343.0,181343.0
1697,1.0,0.0,1.0,21000.0,0.0,21000.0
1698,1.0,0.0,1.0,123343.0,0.0,123343.0
1699,1.0,0.0,1.0,46109.0,0.0,46109.0
1700,0.0,1.0,1.0,0.0,21000.0,21000.0
1701,1.0,0.0,1.0,46625.0,0.0,46625.0
1702,0.0,8.0,8.0,0.0,373000.0,373000.0
1703,1.0,0.0,1.0,21000.0,0.0,21000.0
1704,0.0,1.0,1.0,0.0,21000.0,21000.0
1705,1.0,0.0,1.0,115647.0,0.0,115647.0
1706,0.0,1.0,1.0,0.0,21000.0,21000.0
1707,1.0,0.0,1.0,22920.0,0.0,22920.0
1708,1.0,0.0,1.0,20679.0,0.0,20679.0
1709,0.0,2.0,2.0,0.0,73470.0,73470.0
1710,1.0,0.0,1.0,21000.0,0.0,21000.0
1711,0.0,1.0,1.0,0.0,21000.0,21000.0
1712,1.0,0.0,1.0,21000.0,0.0,21000.0
1713,4.0,9.0,13.0,84000.0,189000.0,273000.0
1714,1.0,0.0,1.0,119957.0,0.0,119957.0
1715,0.0,2.0,2.0,0.0,239914.0,239914.0
1716,0.0,1.0,1.0,0.0,21000.0,21000.0
1717,1.0,0.0,1.0,46483.0,0.0,46483.0
1718,0.0,1.0,1.0,0.0,46483.0,46483.0
1719,0.0,1.0,1.0,0.0,21000.0,21000.0
1720,2.0,0.0,2.0,173038.0,0.0,173038.0
1721,1.0,0.0,1.0,21000.0,0.0,21000.0
1722,1.0,0.0,1.0,21000.0,0.0,21000.0
1723,1.0,0.0,1.0,102896.0,0.0,102896.0
1724,1.0,0.0,1.0,80771.0,0.0,80771.0
1725,0.0,1.0,1.0,0.0,80771.0,80771.0
1726,0.0,1.0,1.0,0.0,21000.0,21000.0
1727,1.0,0.0,1.0,21000.0,0.0,21000.0
1728,2.0,54.0,56.0,42000.0,1134000.0,1176000.0
1729,1.0,0.0,1.0,273900.0,0.0,273900.0
1730,0.0,1.0,1.0,0.0,273900.0,273900.0
1731,1.0,0.0,1.0,31097.0,0.0,31097.0
1732,23.0,0.0,23.0,483000.0,0.0,483000.0
1733,0.0,1.0,1.0,0.0,21000.0,21000.0
1734,1.0,0.0,1.0,21000.0,0.0,21000.0
1735,0.0,1.0,1.0,0.0,21000.0,21000.0
1736,1.0,0.0,1.0,44277.0,0.0,44277.0
1737,0.0,1.0,1.0,0.0,44277.0,44277.0
1738,1.0,0.0,1.0,162628.0,0.0,162628.0
1739,0.0,1.0,1.0,0.0,21000.0,21000.0
1740,1.0,0.0,1.0,21000.0,0.0,21000.0
1741,1.0,1.0,2.0,63197.0,21000.0,84197.0
1742,1.0,0.0,1.0,21000.0,0.0,21000.0
1743,0.0,1.0,1.0,0.0,21000.0,21000.0
1744,1.0,0.0,1.0,21000.0,0.0,21000.0
1745,0.0,1.0,1.0,0.0,21000.0,21000.0
1746,1.0,0.0,1.0,21000.0,0.0,21000.0
1747,0.0,1.0,1.0,0.0,21000.0,21000.0
1748,1.0,0.0,1.0,127519.0,0.0,127519.0
1749,1.0,0.0,1.0,25106.0,0.0,25106.0
1750,0.0,1.0,1.0,0.0,21000.0,21000.0
1751,1.0,0.0,1.0,165032.0,0.0,165032.0
1752,0.0,1.0,1.0,0.0,21000.0,21000.0
1753,1.0,0.0,1.0,165575.0,0.0,165575.0
1754,0.0,1.0,1.0,0.0,21000.0,21000.0
1755,2.0,0.0,2.0,67703.0,0.0,67703.0
1756,0.0,3.0,3.0,0.0,149368.0,149368.0
1757,1.0,0.0,1.0,188251.0,0.0,188251.0
1758,1.0,0.0,1.0,46408.0,0.0,46408.0
1759,0.0,1.0,1.0,0.0,46408.0,46408.0
1760,0.0,1.0,1.0,0.0,21000.0,21000.0
1761,1.0,1.0,2.0,116824.0,21000.0,137824.0
1762,0.0,1.0,1.0,0.0,116824.0,116824.0
1763,1.0,0.0,1.0,21000.0,0.0,21000.0
1764,1.0,0.0,1.0,150974.0,0.0,150974.0
1765,1.0,0.0,1.0,93748.0,0.0,93748.0
1766,0.0,2.0,2.0,0.0,204492.0,204492.0
1767,1.0,0.0,1.0,31097.0,0.0,31097.0
1768,1.0,0.0,1.0,21000.0,0.0,21000.0
1769,1.0,0.0,1.0,319972.0,0.0,319972.0
1770,1.0,0.0,1.0,21000.0,0.0,21000.0
1771,1.0,0.0,1.0,233133.0,0.0,233133.0
1772,1.0,0.0,1.0,54572.0,0.0,54572.0
1773,1.0,0.0,1.0,21000.0,0.0,21000.0
1774,0.0,1.0,1.0,0.0,21000.0,21000.0
1775,1.0,0.0,1.0,44525.0,0.0,44525.0
1776,0.0,1.0,1.0,0.0,44525.0,44525.0
1777,2.0,0.0,2.0,225273.0,0.0,225273.0
1778,1.0,0.0,1.0,21000.0,0.0,21000.0
1779,0.0,1.0,1.0,0.0,21000.0,21000.0
1780,1.0,1.0,2.0,21000.0,21000.0,42000.0
1781,1.0,0.0,1.0,119467.0,0.0,119467.0
1782,1.0,0.0,1.0,21000.0,0.0,21000.0
1783,0.0,1.0,1.0,0.0,21000.0,21000.0
1784,6.0,0.0,6.0,559435.0,0.0,559435.0
1785,0.0,1.0,1.0,0.0,77379.0,77379.0
1786,1.0,0.0,1.0,80136.0,0.0,80136.0
1787,0.0,5.0,5.0,0.0,284925.0,284925.0
1788,1.0,0.0,1.0,50625.0,0.0,50625.0
1789,0.0,1.0,1.0,0.0,21000.0,21000.0
1790,1.0,0.0,1.0,36669.0,0.0,36669.0
1791,0.0,2.0,2.0,0.0,73290.0,73290.0
1792,0.0,1.0,1.0,0.0,21000.0,21000.0
1793,1.0,0.0,1.0,21000.0,0.0,21000.0
1794,0.0,1.0,1.0,0.0,21000.0,21000.0
1795,1.0,0.0,1.0,49206.0,0.0,49206.0
1796,0.0,5.0,5.0,0.0,245730.0,245730.0
1797,1.0,0.0,1.0,116761.0,0.0,116761.0
1798,0.0,1.0,1.0,0.0,21000.0,21000.0
1799,1.0,0.0,1.0,208750.0,0.0,208750.0
1800,1.0,0.0,1.0,20410.0,0.0,20410.0
1801,0.0,1.0,1.0,0.0,21000.0,21000.0
1802,0.0,1.0,1.0,0.0,21000.0,21000.0
1803,1.0,0.0,1.0,133084.0,0.0,133084.0
1804,1.0,0.0,1.0,88597.0,0.0,88597.0
1805,4.0,1.0,5.0,84000.0,21000.0,105000.0
1806,0.0,1.0,1.0,0.0,21000.0,21000.0
1807,1.0,0.0,1.0,48227.0,0.0,48227.0
1808,0.0,1.0,1.0,0.0,48227.0,48227.0
1809,1.0,0.0,1.0,21000.0,0.0,21000.0
1810,1.0,1.0,2.0,21000.0,21000.0,42000.0
1811,1.0,0.0,1.0,300196.0,0.0,300196.0
1812,1.0,0.0,1.0,21000.0,0.0,21000.0
1813,0.0,1.0,1.0,0.0,21000.0,21000.0
1814,1.0,0.0,1.0,21000.0,0.0,21000.0
1815,1.0,0.0,1.0,21000.0,0.0,21000.0
1816,3.0,0.0,3.0,105185.0,0.0,105185.0
1817,0.0,1.0,1.0,0.0,21000.0,21000.0
1818,4.0,0.0,4.0,799527.0,0.0,799527.0
1819,4.0,0.0,4.0,575186.0,0.0,575186.0
1820,1.0,0.0,1.0,80854.0,0.0,80854.0
1821,0.0,1.0,1.0,0.0,80854.0,80854.0
1822,1.0,0.0,1.0,21000.0,0.0,21000.0
1823,1.0,0.0,1.0,113923.0,0.0,113923.0
1824,1.0,0.0,1.0,21000.0,0.0,21000.0
1825,4.0,0.0,4.0,516504.0,0.0,516504.0
1826,0.0,1.0,1.0,0.0,21000.0,21000.0
1827,1.0,0.0,1.0,46625.0,0.0,46625.0
1828,1.0,0.0,1.0,48209.0,0.0,48209.0
1829,1.0,0.0,1.0,21000.0,0.0,21000.0
1830,1.0,0.0,1.0,40991.0,0.0,40991.0
1831,0.0,8.0,8.0,0.0,366232.0,366232.0
1832,0.0,1.0,1.0,0.0,21000.0,21000.0
1833,1.0,0.0,1.0,145280.0,0.0,145280.0
1834,1.0,0.0,1.0,374640.0,0.0,374640.0
1835,1.0,0.0,1.0,46109.0,0.0,46109.0
1836,2.0,0.0,2.0,876612.0,0.0,876612.0
1837,0.0,1.0,1.0,0.0,60328.0,60328.0
1838,5.0,7.0,12.0,105000.0,147000.0,252000.0
1839,1.0,2.0,3.0,133783.0,42000.0,175783.0
1840,1.0,0.0,1.0,187828.0,0.0,187828.0
1841,1.0,0.0,1.0,314637.0,0.0,314637.0
1842,0.0,7.0,7.0,0.0,1402054.0,1402054.0
1843,2.0,2.0,4.0,42000.0,42000.0,84000.0
1844,0.0,1.0,1.0,0.0,21000.0,21000.0
1845,1.0,0.0,1.0,133783.0,0.0,133783.0
1846,1.0,0.0,1.0,63764.0,0.0,63764.0
1847,1.0,0.0,1.0,21000.0,0.0,21000.0
1848,1.0,0.0,1.0,21000.0,0.0,21000.0
1849,1.0,0.0,1.0,21000.0,0.0,21000.0
1850,0.0,1.0,1.0,0.0,21000.0,21000.0
1851,1.0,0.0,1.0,21000.0,0.0,21000.0
1852,16.0,0.0,16.0,336000.0,0.0,336000.0
1853,0.0,1.0,1.0,0.0,21000.0,21000.0
1854,1.0,0.0,1.0,36704.0,0.0,36704.0
1855,0.0,3.0,3.0,0.0,119841.0,119841.0
1856,1.0,0.0,1.0,33525.0,0.0,33525.0
1857,0.0,1.0,1.0,0.0,21000.0,21000.0
1858,1.0,0.0,1.0,130609.0,0.0,130609.0
1859,0.0,11.0,11.0,0.0,1923407.0,1923407.0
1860,1.0,0.0,1.0,33513.0,0.0,33513.0
1861,0.0,1.0,1.0,0.0,21000.0,21000.0
1862,0.0,1.0,1.0,0.0,21000.0,21000.0
1863,0.0,1.0,1.0,0.0,21000.0,21000.0
1864,1.0,0.0,1.0,117938.0,0.0,117938.0
1865,1.0,0.0,1.0,46172.0,0.0,46172.0
1866,0.0,1.0,1.0,0.0,46172.0,46172.0
1867,11.0,0.0,11.0,498675.0,0.0,498675.0
1868,0.0,6.0,6.0,0.0,175140.0,175140.0
1869,0.0,1.0,1.0,0.0,21000.0,21000.0
1870,3.0,0.0,3.0,548879.0,0.0,548879.0
1871,1.0,0.0,1.0,297077.0,0.0,297077.0
1872,0.0,32.0,32.0,0.0,11338093.0,11338093.0
1873,6.0,0.0,6.0,2071247.0,0.0,2071247.0
1874,0.0,14.0,14.0,0.0,3934970.0,3934970.0
1875,1.0,0.0,1.0,112872.0,0.0,112872.0
1876,0.0,22.0,22.0,0.0,2233739.0,2233739.0
1877,0.0,1.0,1.0,0.0,21000.0,21000.0
1878,0.0,1.0,1.0,0.0,21000.0,21000.0
1879,1.0,0.0,1.0,21000.0,0.0,21000.0
1880,14.0,0.0,14.0,294000.0,0.0,294000.0
1881,1.0,1.0,2.0,46121.0,21000.0,67121.0
1882,0.0,1.0,1.0,0.0,21000.0,21000.0
1883,1.0,0.0,1.0,46648.0,0.0,46648.0
1884,0.0,5.0,5.0,0.0,233240.0,233240.0
1885,1.0,0.0,1.0,21000.0,0.0,21000.0
1886,1.0,0.0,1.0,47193.0,0.0,47193.0
1887,1.0,0.0,1.0,21000.0,0.0,21000.0
1888,2.0,0.0,2.0,341746.0,0.0,341746.0
1889,1.0,0.0,1.0,21000.0,0.0,21000.0
1890,1.0,0.0,1.0,21000.0,0.0,21000.0
1891,0.0,1.0,1.0,0.0,21000.0,21000.0
1892,1.0,0.0,1.0,31097.0,0.0,31097.0
1893,1.0,0.0,1.0,56710.0,0.0,56710.0
1894,0.0,3.0,3.0,0.0,120954.0,120954.0
1895,0.0,1.0,1.0,0.0,21000.0,21000.0
1896,1.0,0.0,1.0,108606.0,0.0,108606.0
1897,1.0,0.0,1.0,21000.0,0.0,21000.0
1898,0.0,1.0,1.0,0.0,21000.0,21000.0
1899,1.0,0.0,1.0,21000.0,0.0,21000.0
1900,0.0,1.0,1.0,0.0,21000.0,21000.0
1901,0.0,1.0,1.0,0.0,21000.0,21000.0
1902,1.0,0.0,1.0,1175212.0,0.0,1175212.0
1903,1.0,0.0,1.0,46679.0,0.0,46679.0
1904,0.0,1.0,1.0,0.0,46679.0,46679.0
1905,1.0,0.0,1.0,21000.0,0.0,21000.0
1906,0.0,1.0,1.0,0.0,21000.0,21000.0
1907,1.0,0.0,1.0,46097.0,0.0,46097.0
1908,1.0,0.0,1.0,21000.0,0.0,21000.0
1909,0.0,1.0,1.0,0.0,21000.0,21000.0
1910,0.0,1.0,1.0,0.0,21000.0,21000.0
1911,1.0,0.0,1.0,21000.0,0.0,21000.0
1912,0.0,1.0,1.0,0.0,21000.0,21000.0
1913,0.0,1.0,1.0,0.0,21000.0,21000.0
1914,0.0,1.0,1.0,0.0,21000.0,21000.0
1915,0.0,1.0,1.0,0.0,21000.0,21000.0
1916,0.0,1.0,1.0,0.0,21000.0,21000.0
1917,1.0,0.0,1.0,51380.0,0.0,51380.0
1918,1.0,0.0,1.0,188800.0,0.0,188800.0
1919,3.0,0.0,3.0,63000.0,0.0,63000.0
1920,0.0,1.0,1.0,0.0,21000.0,21000.0
1921,1.0,0.0,1.0,48897.0,0.0,48897.0
1922,1.0,0.0,1.0,108522.0,0.0,108522.0
1923,0.0,1.0,1.0,0.0,21000.0,21000.0
1924,1.0,0.0,1.0,21000.0,0.0,21000.0
1925,0.0,1.0,1.0,0.0,21000.0,21000.0
1926,1.0,0.0,1.0,162007.0,0.0,162007.0
1927,1.0,0.0,1.0,256317.0,0.0,256317.0
1928,0.0,5.0,5.0,0.0,2090167.0,2090167.0
1929,1.0,0.0,1.0,140214.0,0.0,140214.0
1930,0.0,4.0,4.0,0.0,542374.0,542374.0
1931,1.0,0.0,1.0,34573.0,0.0,34573.0
1932,1.0,0.0,1.0,48561.0,0.0,48561.0
1933,1.0,0.0,1.0,21000.0,0.0,21000.0
1934,0.0,1.0,1.0,0.0,21000.0,21000.0
1935,1.0,0.0,1.0,31097.0,0.0,31097.0
1936,1.0,0.0,1.0,21000.0,0.0,21000.0
1937,0.0,40.0,40.0,0.0,840000.0,840000.0
1938,1.0,0.0,1.0,46303.0,0.0,46303.0
1939,0.0,16.0,16.0,0.0,529604.0,529604.0
1940,1.0,0.0,1.0,21000.0,0.0,21000.0
1941,0.0,1.0,1.0,0.0,21000.0,21000.0
1942,0.0,1.0,1.0,0.0,21000.0,21000.0
1943,1.0,0.0,1.0,48897.0,0.0,48897.0
1944,1.0,0.0,1.0,42295.0,0.0,42295.0
1945,0.0,1.0,1.0,0.0,42295.0,42295.0
1946,1.0,0.0,1.0,21000.0,0.0,21000.0
1947,0.0,1.0,1.0,0.0,21000.0,21000.0
1948,1.0,0.0,1.0,163754.0,0.0,163754.0
1949,2.0,0.0,2.0,73790.0,0.0,73790.0
1950,0.0,1.0,1.0,0.0,36691.0,36691.0
1951,1.0,1.0,2.0,21000.0,21000.0,42000.0
1952,0.0,1.0,1.0,0.0,21000.0,21000.0
1953,1.0,0.0,1.0,19249.0,0.0,19249.0
1954,1.0,0.0,1.0,31097.0,0.0,31097.0
1955,2.0,0.0,2.0,777572.0,0.0,777572.0
1956,1.0,0.0,1.0,81413.0,0.0,81413.0
1957,1.0,0.0,1.0,2893213.0,0.0,2893213.0
1958,1.0,0.0,1.0,46177.0,0.0,46177.0
1959,0.0,1.0,1.0,0.0,46177.0,46177.0
1960,1.0,0.0,1.0,35152.0,0.0,35152.0
1961,0.0,4.0,4.0,0.0,185829.0,185829.0
1962,1.0,0.0,1.0,21000.0,0.0,21000.0
1963,0.0,1.0,1.0,0.0,21000.0,21000.0
1964,0.0,1.0,1.0,0.0,39405.0,39405.0
1965,0.0,1.0,1.0,0.0,21000.0,21000.0
1966,0.0,1.0,1.0,0.0,21000.0,21000.0
1967,1.0,0.0,1.0,21000.0,0.0,21000.0
1968,0.0,7.0,7.0,0.0,147000.0,147000.0
1969,1.0,1.0,2.0,21000.0,21000.0,42000.0
1970,2.0,0.0,2.0,328824.0,0.0,328824.0
1971,0.0,1.0,1.0,0.0,21000.0,21000.0
1972,1.0,0.0,1.0,21000.0,0.0,21000.0
1973,0.0,1.0,1.0,0.0,21000.0,21000.0
1974,3.0,0.0,3.0,244367.0,0.0,244367.0
1975,0.0,3.0,3.0,0.0,244367.0,244367.0
