node,NoT,NoR,Node_degree,sent_gas,received_gas,total_gas
0,63.0,14.0,77.0,1464148.0,294000.0,1758148.0
1,0.0,1.0,1.0,0.0,21000.0,21000.0
2,1.0,0.0,1.0,35065.0,0.0,35065.0
3,0.0,16.0,16.0,0.0,441040.0,441040.0
4,1.0,0.0,1.0,128629.0,0.0,128629.0
5,0.0,424.0,424.0,0.0,66796831.0,66796831.0
6,1.0,0.0,1.0,21000.0,0.0,21000.0
7,0.0,1.0,1.0,0.0,21000.0,21000.0
8,214.0,0.0,214.0,4664115.0,0.0,4664115.0
9,0.0,1.0,1.0,0.0,21000.0,21000.0
10,1.0,0.0,1.0,41980.0,0.0,41980.0
11,0.0,1.0,1.0,0.0,41980.0,41980.0
12,2.0,0.0,2.0,90160.0,0.0,90160.0
13,0.0,1.0,1.0,0.0,21000.0,21000.0
14,1.0,0.0,1.0,21000.0,0.0,21000.0
15,18.0,46.0,64.0,430893.0,966000.0,1396893.0
16,1.0,0.0,1.0,21000.0,0.0,21000.0
17,0.0,1.0,1.0,0.0,21000.0,21000.0
18,1.0,0.0,1.0,31097.0,0.0,31097.0
19,0.0,2297.0,2297.0,0.0,89771110.0,89771110.0
20,48.0,6.0,54.0,1110126.0,126000.0,1236126.0
21,0.0,1.0,1.0,0.0,21000.0,21000.0
22,19.0,0.0,19.0,399000.0,0.0,399000.0
23,0.0,1.0,1.0,0.0,21000.0,21000.0
24,1.0,0.0,1.0,64586.0,0.0,64586.0
25,0.0,1.0,1.0,0.0,64586.0,64586.0
26,1454.0,0.0,1454.0,31454188.0,0.0,31454188.0
27,0.0,1.0,1.0,0.0,21000.0,21000.0
28,1.0,0.0,1.0,46109.0,0.0,46109.0
29,380.0,16.0,396.0,8595089.0,336000.0,8931089.0
30,0.0,1.0,1.0,0.0,21000.0,21000.0
31,1.0,0.0,1.0,21000.0,0.0,21000.0
32,11.0,7.0,18.0,231000.0,147000.0,378000.0
33,1.0,0.0,1.0,184012.0,0.0,184012.0
34,0.0,3107.0,3107.0,0.0,515231934.0,515231934.0
35,1.0,0.0,1.0,21000.0,0.0,21000.0
36,0.0,1.0,1.0,0.0,21000.0,21000.0
37,1.0,0.0,1.0,91441.0,0.0,91441.0
38,0.0,9.0,9.0,0.0,1004456.0,1004456.0
39,1.0,0.0,1.0,128733.0,0.0,128733.0
40,0.0,95.0,95.0,0.0,17074855.0,17074855.0
41,1.0,0.0,1.0,21000.0,0.0,21000.0
42,3.0,1587.0,1590.0,63000.0,33327000.0,33390000.0
43,1.0,0.0,1.0,77988.0,0.0,77988.0
44,0.0,1.0,1.0,0.0,77988.0,77988.0
45,146.0,0.0,146.0,3066000.0,0.0,3066000.0
46,0.0,1.0,1.0,0.0,21000.0,21000.0
47,1.0,0.0,1.0,28301.0,0.0,28301.0
48,0.0,1.0,1.0,0.0,28301.0,28301.0
49,1.0,0.0,1.0,21000.0,0.0,21000.0
50,0.0,1.0,1.0,0.0,21000.0,21000.0
51,1.0,1.0,2.0,21000.0,21000.0,42000.0
52,0.0,1.0,1.0,0.0,21000.0,21000.0
53,2.0,0.0,2.0,373373.0,0.0,373373.0
54,0.0,22.0,22.0,0.0,5606170.0,5606170.0
55,1.0,0.0,1.0,214927.0,0.0,214927.0
56,1.0,0.0,1.0,21000.0,0.0,21000.0
57,4.0,7.0,11.0,84000.0,147000.0,231000.0
58,2.0,0.0,2.0,221895.0,0.0,221895.0
59,0.0,1.0,1.0,0.0,21000.0,21000.0
60,13.0,0.0,13.0,273000.0,0.0,273000.0
61,0.0,1.0,1.0,0.0,21000.0,21000.0
62,1.0,0.0,1.0,99099.0,0.0,99099.0
63,242.0,1.0,243.0,5100490.0,21000.0,5121490.0
64,0.0,1.0,1.0,0.0,21000.0,21000.0
65,1.0,0.0,1.0,141875.0,0.0,141875.0
66,3.0,0.0,3.0,214192.0,0.0,214192.0
67,0.0,6.0,6.0,0.0,300335.0,300335.0
68,1.0,0.0,1.0,21000.0,0.0,21000.0
69,7.0,4.0,11.0,147000.0,84000.0,231000.0
70,0.0,1.0,1.0,0.0,21000.0,21000.0
71,1.0,0.0,1.0,21000.0,0.0,21000.0
72,0.0,1.0,1.0,0.0,21000.0,21000.0
73,1.0,0.0,1.0,115128.0,0.0,115128.0
74,0.0,26.0,26.0,0.0,2451027.0,2451027.0
75,1.0,0.0,1.0,21000.0,0.0,21000.0
76,1.0,6.0,7.0,23083.0,126000.0,149083.0
77,1.0,0.0,1.0,92206.0,0.0,92206.0
78,0.0,181.0,181.0,0.0,25192217.0,25192217.0
79,1.0,0.0,1.0,21000.0,0.0,21000.0
80,1.0,0.0,1.0,109110.0,0.0,109110.0
81,1.0,0.0,1.0,115836.0,0.0,115836.0
82,0.0,2.0,2.0,0.0,241254.0,241254.0
83,1.0,0.0,1.0,31109.0,0.0,31109.0
84,1.0,0.0,1.0,21000.0,0.0,21000.0
85,1.0,0.0,1.0,88573.0,0.0,88573.0
86,0.0,81.0,81.0,0.0,7091277.0,7091277.0
87,1.0,0.0,1.0,21000.0,0.0,21000.0
88,0.0,1.0,1.0,0.0,21000.0,21000.0
89,1.0,0.0,1.0,31097.0,0.0,31097.0
90,1.0,0.0,1.0,33513.0,0.0,33513.0
91,0.0,567.0,567.0,0.0,25306656.0,25306656.0
92,2.0,0.0,2.0,131589.0,0.0,131589.0
93,0.0,2.0,2.0,0.0,271330.0,271330.0
94,10.0,0.0,10.0,1495541.0,0.0,1495541.0
95,0.0,155.0,155.0,0.0,22344874.0,22344874.0
96,1.0,0.0,1.0,21000.0,0.0,21000.0
97,0.0,2.0,2.0,0.0,42000.0,42000.0
98,0.0,1.0,1.0,0.0,21000.0,21000.0
99,8.0,5.0,13.0,168000.0,105000.0,273000.0
100,1.0,1.0,2.0,21000.0,21000.0,42000.0
101,1.0,0.0,1.0,21000.0,0.0,21000.0
102,0.0,92.0,92.0,0.0,1932000.0,1932000.0
103,1.0,0.0,1.0,21000.0,0.0,21000.0
104,1.0,0.0,1.0,21000.0,0.0,21000.0
105,2.0,2.0,4.0,42000.0,42000.0,84000.0
106,1.0,0.0,1.0,119811.0,0.0,119811.0
107,0.0,105.0,105.0,0.0,15148728.0,15148728.0
108,2.0,0.0,2.0,452732.0,0.0,452732.0
109,143.0,0.0,143.0,3519672.0,0.0,3519672.0
110,0.0,1.0,1.0,0.0,21000.0,21000.0
111,1.0,1.0,2.0,324038.0,21000.0,345038.0
112,0.0,5.0,5.0,0.0,2097130.0,2097130.0
113,153.0,163.0,316.0,3704224.0,3423000.0,7127224.0
114,0.0,1.0,1.0,0.0,21000.0,21000.0
115,2.0,0.0,2.0,222149.0,0.0,222149.0
116,1.0,0.0,1.0,21000.0,0.0,21000.0
117,0.0,1.0,1.0,0.0,21000.0,21000.0
118,48.0,0.0,48.0,1008000.0,0.0,1008000.0
119,0.0,1.0,1.0,0.0,21000.0,21000.0
120,0.0,1.0,1.0,0.0,21000.0,21000.0
121,1.0,0.0,1.0,103211.0,0.0,103211.0
122,0.0,191.0,191.0,0.0,25729639.0,25729639.0
123,1.0,0.0,1.0,21000.0,0.0,21000.0
124,1.0,0.0,1.0,21000.0,0.0,21000.0
125,1.0,0.0,1.0,46687.0,0.0,46687.0
126,0.0,4.0,4.0,0.0,166848.0,166848.0
127,1.0,0.0,1.0,102186.0,0.0,102186.0
128,44.0,0.0,44.0,924000.0,0.0,924000.0
129,0.0,1.0,1.0,0.0,21000.0,21000.0
130,1.0,0.0,1.0,21000.0,0.0,21000.0
131,1.0,1.0,2.0,21000.0,21000.0,42000.0
132,1.0,0.0,1.0,21000.0,0.0,21000.0
133,0.0,1.0,1.0,0.0,21000.0,21000.0
134,1.0,0.0,1.0,46109.0,0.0,46109.0
135,1.0,0.0,1.0,38137.0,0.0,38137.0
136,0.0,2.0,2.0,0.0,76262.0,76262.0
137,22.0,0.0,22.0,480439.0,0.0,480439.0
138,0.0,1.0,1.0,0.0,21000.0,21000.0
139,1.0,0.0,1.0,244073.0,0.0,244073.0
140,1.0,0.0,1.0,21000.0,0.0,21000.0
141,60.0,0.0,60.0,1280226.0,0.0,1280226.0
142,0.0,1.0,1.0,0.0,21000.0,21000.0
143,1.0,0.0,1.0,57390.0,0.0,57390.0
144,0.0,2.0,2.0,0.0,131880.0,131880.0
145,22.0,0.0,22.0,4613225.0,0.0,4613225.0
146,1.0,0.0,1.0,21000.0,0.0,21000.0
147,153.0,0.0,153.0,3407391.0,0.0,3407391.0
148,0.0,1.0,1.0,0.0,21000.0,21000.0
149,1.0,0.0,1.0,39004.0,0.0,39004.0
150,0.0,158.0,158.0,0.0,5744477.0,5744477.0
151,1.0,0.0,1.0,21000.0,0.0,21000.0
152,1.0,0.0,1.0,21004.0,0.0,21004.0
153,0.0,1.0,1.0,0.0,21004.0,21004.0
154,1.0,0.0,1.0,21000.0,0.0,21000.0
155,13.0,54.0,67.0,273000.0,1134000.0,1407000.0
156,1.0,0.0,1.0,19728.0,0.0,19728.0
157,0.0,32.0,32.0,0.0,904635.0,904635.0
158,0.0,1.0,1.0,0.0,21000.0,21000.0
159,1.0,0.0,1.0,21000.0,0.0,21000.0
160,0.0,1.0,1.0,0.0,21000.0,21000.0
161,0.0,1.0,1.0,0.0,21000.0,21000.0
162,1.0,0.0,1.0,114393.0,0.0,114393.0
163,0.0,4.0,4.0,0.0,253980.0,253980.0
164,0.0,1.0,1.0,0.0,21000.0,21000.0
165,130.0,0.0,130.0,3267346.0,0.0,3267346.0
166,0.0,1.0,1.0,0.0,21000.0,21000.0
167,0.0,1.0,1.0,0.0,21000.0,21000.0
168,377.0,3.0,380.0,8021844.0,63000.0,8084844.0
169,0.0,1.0,1.0,0.0,21000.0,21000.0
170,1.0,0.0,1.0,180786.0,0.0,180786.0
171,1.0,0.0,1.0,303109.0,0.0,303109.0
172,0.0,21.0,21.0,0.0,4287162.0,4287162.0
173,2.0,0.0,2.0,266255.0,0.0,266255.0
174,1.0,0.0,1.0,21000.0,0.0,21000.0
175,0.0,1.0,1.0,0.0,21000.0,21000.0
176,1.0,0.0,1.0,149071.0,0.0,149071.0
177,0.0,11.0,11.0,0.0,1591162.0,1591162.0
178,1.0,0.0,1.0,444029.0,0.0,444029.0
179,0.0,32.0,32.0,0.0,4320418.0,4320418.0
180,0.0,1.0,1.0,0.0,21000.0,21000.0
181,1.0,0.0,1.0,422457.0,0.0,422457.0
182,0.0,75.0,75.0,0.0,21844235.0,21844235.0
183,1.0,0.0,1.0,21000.0,0.0,21000.0
184,2.0,0.0,2.0,42000.0,0.0,42000.0
185,0.0,1.0,1.0,0.0,21000.0,21000.0
186,2.0,0.0,2.0,173691.0,0.0,173691.0
187,0.0,1.0,1.0,0.0,21000.0,21000.0
188,0.0,1.0,1.0,0.0,21000.0,21000.0
189,316.0,24.0,340.0,6779499.0,504000.0,7283499.0
190,0.0,1.0,1.0,0.0,21000.0,21000.0
191,168.0,0.0,168.0,4108627.0,0.0,4108627.0
192,0.0,1.0,1.0,0.0,21000.0,21000.0
193,0.0,1.0,1.0,0.0,21000.0,21000.0
194,0.0,1.0,1.0,0.0,21000.0,21000.0
195,1.0,0.0,1.0,48209.0,0.0,48209.0
196,1.0,0.0,1.0,21000.0,0.0,21000.0
197,0.0,1.0,1.0,0.0,21000.0,21000.0
198,1.0,0.0,1.0,21000.0,0.0,21000.0
199,13.0,26.0,39.0,273000.0,546000.0,819000.0
200,1.0,0.0,1.0,61820.0,0.0,61820.0
201,0.0,13.0,13.0,0.0,590658.0,590658.0
202,1.0,0.0,1.0,34573.0,0.0,34573.0
203,0.0,50.0,50.0,0.0,1728650.0,1728650.0
204,1.0,0.0,1.0,21000.0,0.0,21000.0
205,7.0,19.0,26.0,175269.0,399000.0,574269.0
206,1.0,0.0,1.0,123832.0,0.0,123832.0
207,1.0,0.0,1.0,31097.0,0.0,31097.0
208,8.0,0.0,8.0,168000.0,0.0,168000.0
209,0.0,1.0,1.0,0.0,21000.0,21000.0
210,2.0,0.0,2.0,236169.0,0.0,236169.0
211,0.0,8.0,8.0,0.0,1179197.0,1179197.0
212,1.0,0.0,1.0,21000.0,0.0,21000.0
213,0.0,1.0,1.0,0.0,21000.0,21000.0
214,1.0,0.0,1.0,118788.0,0.0,118788.0
215,0.0,1.0,1.0,0.0,21000.0,21000.0
216,1.0,0.0,1.0,46121.0,0.0,46121.0
217,1.0,0.0,1.0,21000.0,0.0,21000.0
218,1.0,0.0,1.0,101235.0,0.0,101235.0
219,0.0,3.0,3.0,0.0,286816.0,286816.0
220,1.0,0.0,1.0,66015.0,0.0,66015.0
221,0.0,30.0,30.0,0.0,8185401.0,8185401.0
222,0.0,1.0,1.0,0.0,21000.0,21000.0
223,1.0,0.0,1.0,21000.0,0.0,21000.0
224,0.0,1.0,1.0,0.0,21000.0,21000.0
225,1.0,0.0,1.0,21000.0,0.0,21000.0
226,0.0,1.0,1.0,0.0,21000.0,21000.0
227,2.0,0.0,2.0,42000.0,0.0,42000.0
228,0.0,1.0,1.0,0.0,21000.0,21000.0
229,360.0,16.0,376.0,7617104.0,336000.0,7953104.0
230,0.0,1.0,1.0,0.0,21000.0,21000.0
231,21.0,0.0,21.0,441000.0,0.0,441000.0
232,0.0,1.0,1.0,0.0,21000.0,21000.0
233,1.0,0.0,1.0,21000.0,0.0,21000.0
234,2.0,0.0,2.0,42000.0,0.0,42000.0
235,0.0,1.0,1.0,0.0,21000.0,21000.0
236,1.0,0.0,1.0,65613.0,0.0,65613.0
237,1.0,0.0,1.0,225720.0,0.0,225720.0
238,0.0,2.0,2.0,0.0,375344.0,375344.0
239,1.0,0.0,1.0,21000.0,0.0,21000.0
240,0.0,1.0,1.0,0.0,21000.0,21000.0
241,1.0,0.0,1.0,21000.0,0.0,21000.0
242,0.0,1.0,1.0,0.0,21000.0,21000.0
243,30.0,1.0,31.0,645745.0,21000.0,666745.0
244,0.0,1.0,1.0,0.0,21000.0,21000.0
245,20.0,11.0,31.0,420000.0,231000.0,651000.0
246,0.0,1.0,1.0,0.0,21000.0,21000.0
247,1.0,0.0,1.0,168246.0,0.0,168246.0
248,1.0,0.0,1.0,278434.0,0.0,278434.0
249,0.0,1.0,1.0,0.0,278434.0,278434.0
250,1.0,0.0,1.0,21000.0,0.0,21000.0
251,0.0,1.0,1.0,0.0,21000.0,21000.0
252,20.0,0.0,20.0,420000.0,0.0,420000.0
253,0.0,1.0,1.0,0.0,21000.0,21000.0
254,1.0,0.0,1.0,21000.0,0.0,21000.0
255,0.0,1.0,1.0,0.0,21000.0,21000.0
256,1.0,0.0,1.0,21000.0,0.0,21000.0
257,0.0,1.0,1.0,0.0,21000.0,21000.0
258,1.0,1.0,2.0,33525.0,21000.0,54525.0
259,0.0,1.0,1.0,0.0,21000.0,21000.0
260,1.0,0.0,1.0,21000.0,0.0,21000.0
261,1.0,74.0,75.0,21000.0,1554000.0,1575000.0
262,2.0,0.0,2.0,214326.0,0.0,214326.0
263,2.0,0.0,2.0,488858.0,0.0,488858.0
264,0.0,2.0,2.0,0.0,353066.0,353066.0
265,1.0,0.0,1.0,20124.0,0.0,20124.0
266,0.0,25.0,25.0,0.0,895678.0,895678.0
267,1.0,0.0,1.0,46626.0,0.0,46626.0
268,0.0,18.0,18.0,0.0,862747.0,862747.0
269,1.0,0.0,1.0,50637.0,0.0,50637.0
270,1.0,0.0,1.0,21000.0,0.0,21000.0
271,4.0,7.0,11.0,84000.0,147000.0,231000.0
272,0.0,1.0,1.0,0.0,21000.0,21000.0
273,58.0,0.0,58.0,1887175.0,0.0,1887175.0
274,0.0,1.0,1.0,0.0,21000.0,21000.0
275,1.0,0.0,1.0,31109.0,0.0,31109.0
276,1.0,0.0,1.0,21000.0,0.0,21000.0
277,0.0,1.0,1.0,0.0,21000.0,21000.0
278,1.0,0.0,1.0,163754.0,0.0,163754.0
279,0.0,123.0,123.0,0.0,20422072.0,20422072.0
280,9.0,0.0,9.0,204745.0,0.0,204745.0
281,0.0,1.0,1.0,0.0,21000.0,21000.0
282,1.0,0.0,1.0,77257.0,0.0,77257.0
283,1.0,0.0,1.0,150625.0,0.0,150625.0
284,2.0,0.0,2.0,210966.0,0.0,210966.0
285,0.0,18.0,18.0,0.0,2050135.0,2050135.0
286,0.0,1.0,1.0,0.0,21000.0,21000.0
287,2.0,5.0,7.0,67097.0,105000.0,172097.0
288,1.0,0.0,1.0,123773.0,0.0,123773.0
289,1.0,0.0,1.0,31097.0,0.0,31097.0
290,1.0,0.0,1.0,46196.0,0.0,46196.0
291,0.0,5.0,5.0,0.0,211272.0,211272.0
292,1.0,0.0,1.0,33525.0,0.0,33525.0
293,1.0,0.0,1.0,180001.0,0.0,180001.0
294,0.0,2.0,2.0,0.0,359990.0,359990.0
295,10.0,6.0,16.0,210000.0,126000.0,336000.0
296,0.0,2.0,2.0,0.0,42000.0,42000.0
297,1.0,0.0,1.0,83272.0,0.0,83272.0
298,0.0,3.0,3.0,0.0,246162.0,246162.0
299,1.0,0.0,1.0,33513.0,0.0,33513.0
300,2.0,1.0,3.0,385628.0,21000.0,406628.0
301,1.0,0.0,1.0,46412.0,0.0,46412.0
302,0.0,32.0,32.0,0.0,1173042.0,1173042.0
303,1.0,0.0,1.0,21000.0,0.0,21000.0
304,0.0,368.0,368.0,0.0,7728000.0,7728000.0
305,0.0,1.0,1.0,0.0,21000.0,21000.0
306,2.0,0.0,2.0,93229.0,0.0,93229.0
307,0.0,1.0,1.0,0.0,21000.0,21000.0
308,1.0,0.0,1.0,111603.0,0.0,111603.0
309,1.0,0.0,1.0,48227.0,0.0,48227.0
310,0.0,7.0,7.0,0.0,264792.0,264792.0
311,1.0,0.0,1.0,21000.0,0.0,21000.0
312,17.0,28.0,45.0,357000.0,588000.0,945000.0
313,1.0,0.0,1.0,31097.0,0.0,31097.0
314,0.0,1.0,1.0,0.0,21000.0,21000.0
315,2.0,0.0,2.0,61657.0,0.0,61657.0
316,0.0,1.0,1.0,0.0,21000.0,21000.0
317,44.0,0.0,44.0,924000.0,0.0,924000.0
318,0.0,1.0,1.0,0.0,21000.0,21000.0
319,1.0,0.0,1.0,21000.0,0.0,21000.0
320,1.0,18.0,19.0,21000.0,378000.0,399000.0
321,0.0,1.0,1.0,0.0,21000.0,21000.0
322,1.0,0.0,1.0,31121.0,0.0,31121.0
323,1.0,0.0,1.0,31109.0,0.0,31109.0
324,1.0,0.0,1.0,140455.0,0.0,140455.0
325,2.0,0.0,2.0,229031.0,0.0,229031.0
326,0.0,2.0,2.0,0.0,229031.0,229031.0
327,1.0,0.0,1.0,21000.0,0.0,21000.0
328,1.0,0.0,1.0,21000.0,0.0,21000.0
329,6.0,37.0,43.0,192503.0,777000.0,969503.0
330,1.0,0.0,1.0,53935.0,0.0,53935.0
331,0.0,31.0,31.0,0.0,4007732.0,4007732.0
332,1.0,0.0,1.0,321667.0,0.0,321667.0
333,1.0,0.0,1.0,21000.0,0.0,21000.0
334,0.0,56.0,56.0,0.0,1176000.0,1176000.0
335,1.0,0.0,1.0,21000.0,0.0,21000.0
336,0.0,1.0,1.0,0.0,21000.0,21000.0
337,2.0,0.0,2.0,42000.0,0.0,42000.0
338,0.0,1.0,1.0,0.0,21000.0,21000.0
339,1.0,0.0,1.0,186108.0,0.0,186108.0
340,1.0,0.0,1.0,21000.0,0.0,21000.0
341,0.0,1.0,1.0,0.0,21000.0,21000.0
342,1.0,0.0,1.0,19718.0,0.0,19718.0
343,0.0,187.0,187.0,0.0,5511618.0,5511618.0
344,0.0,1.0,1.0,0.0,21000.0,21000.0
345,1.0,0.0,1.0,44710.0,0.0,44710.0
346,0.0,2.0,2.0,0.0,340419.0,340419.0
347,3.0,0.0,3.0,477889.0,0.0,477889.0
348,3.0,0.0,3.0,387457.0,0.0,387457.0
349,0.0,164.0,164.0,0.0,28607932.0,28607932.0
350,1.0,0.0,1.0,113490.0,0.0,113490.0
351,0.0,5.0,5.0,0.0,607852.0,607852.0
352,28.0,27.0,55.0,592918.0,567000.0,1159918.0
353,0.0,1.0,1.0,0.0,21000.0,21000.0
354,45.0,0.0,45.0,945000.0,0.0,945000.0
355,0.0,1.0,1.0,0.0,21000.0,21000.0
356,1.0,0.0,1.0,21000.0,0.0,21000.0
357,1.0,0.0,1.0,21000.0,0.0,21000.0
358,1.0,0.0,1.0,187125.0,0.0,187125.0
359,1.0,0.0,1.0,110356.0,0.0,110356.0
360,1.0,0.0,1.0,54572.0,0.0,54572.0
361,0.0,59.0,59.0,0.0,3541460.0,3541460.0
362,1.0,0.0,1.0,21000.0,0.0,21000.0
363,0.0,1.0,1.0,0.0,21000.0,21000.0
364,4.0,0.0,4.0,84000.0,0.0,84000.0
365,0.0,1.0,1.0,0.0,21000.0,21000.0
366,0.0,1.0,1.0,0.0,21000.0,21000.0
367,1.0,0.0,1.0,21000.0,0.0,21000.0
368,0.0,2.0,2.0,0.0,42000.0,42000.0
369,1.0,0.0,1.0,109940.0,0.0,109940.0
370,0.0,5.0,5.0,0.0,467692.0,467692.0
371,0.0,1.0,1.0,0.0,21000.0,21000.0
372,1.0,0.0,1.0,141759.0,0.0,141759.0
373,0.0,1.0,1.0,0.0,21000.0,21000.0
374,1.0,0.0,1.0,31097.0,0.0,31097.0
375,9.0,0.0,9.0,189000.0,0.0,189000.0
376,0.0,1.0,1.0,0.0,21000.0,21000.0
377,1.0,0.0,1.0,31097.0,0.0,31097.0
378,2.0,0.0,2.0,67210.0,0.0,67210.0
379,0.0,1.0,1.0,0.0,46210.0,46210.0
380,1.0,0.0,1.0,31109.0,0.0,31109.0
381,1.0,0.0,1.0,21000.0,0.0,21000.0
382,0.0,1.0,1.0,0.0,21000.0,21000.0
383,0.0,1.0,1.0,0.0,21000.0,21000.0
384,0.0,1.0,1.0,0.0,21000.0,21000.0
385,0.0,1.0,1.0,0.0,21000.0,21000.0
386,2.0,0.0,2.0,179498.0,0.0,179498.0
387,0.0,1.0,1.0,0.0,21000.0,21000.0
388,1.0,0.0,1.0,124820.0,0.0,124820.0
389,1.0,0.0,1.0,21000.0,0.0,21000.0
390,2.0,1.0,3.0,132547.0,21000.0,153547.0
391,0.0,1.0,1.0,0.0,21000.0,21000.0
392,1.0,0.0,1.0,21000.0,0.0,21000.0
393,0.0,1.0,1.0,0.0,21000.0,21000.0
394,224.0,0.0,224.0,4798147.0,0.0,4798147.0
395,0.0,1.0,1.0,0.0,21000.0,21000.0
396,1.0,0.0,1.0,197027.0,0.0,197027.0
397,0.0,253.0,253.0,0.0,52446842.0,52446842.0
398,1.0,0.0,1.0,21000.0,0.0,21000.0
399,1.0,0.0,1.0,21000.0,0.0,21000.0
400,0.0,1.0,1.0,0.0,21000.0,21000.0
401,1.0,0.0,1.0,46442.0,0.0,46442.0
402,0.0,2.0,2.0,0.0,92896.0,92896.0
403,1.0,0.0,1.0,150609.0,0.0,150609.0
404,1.0,0.0,1.0,263735.0,0.0,263735.0
405,1.0,0.0,1.0,21000.0,0.0,21000.0
406,1.0,0.0,1.0,140943.0,0.0,140943.0
407,0.0,3.0,3.0,0.0,473000.0,473000.0
408,1.0,0.0,1.0,110709.0,0.0,110709.0
409,1.0,0.0,1.0,2890247.0,0.0,2890247.0
410,0.0,28.0,28.0,0.0,43327006.0,43327006.0
411,0.0,1.0,1.0,0.0,21000.0,21000.0
412,1.0,0.0,1.0,153645.0,0.0,153645.0
413,0.0,1.0,1.0,0.0,21000.0,21000.0
414,41.0,0.0,41.0,861000.0,0.0,861000.0
415,0.0,1.0,1.0,0.0,21000.0,21000.0
416,15.0,17.0,32.0,315000.0,357000.0,672000.0
417,0.0,1.0,1.0,0.0,21000.0,21000.0
418,125.0,0.0,125.0,2695744.0,0.0,2695744.0
419,0.0,1.0,1.0,0.0,21000.0,21000.0
420,1.0,0.0,1.0,64893.0,0.0,64893.0
421,0.0,9.0,9.0,0.0,549873.0,549873.0
422,0.0,1.0,1.0,0.0,21000.0,21000.0
423,1.0,0.0,1.0,212501.0,0.0,212501.0
424,16.0,0.0,16.0,396340.0,0.0,396340.0
425,0.0,1.0,1.0,0.0,21000.0,21000.0
426,1.0,0.0,1.0,21000.0,0.0,21000.0
427,5.0,0.0,5.0,860545.0,0.0,860545.0
428,0.0,1.0,1.0,0.0,21000.0,21000.0
429,0.0,1.0,1.0,0.0,21000.0,21000.0
430,0.0,1.0,1.0,0.0,21000.0,21000.0
431,0.0,1.0,1.0,0.0,21000.0,21000.0
432,0.0,1.0,1.0,0.0,21000.0,21000.0
433,1.0,0.0,1.0,21000.0,0.0,21000.0
434,22.0,3.0,25.0,568686.0,63000.0,631686.0
435,1.0,0.0,1.0,21000.0,0.0,21000.0
436,15.0,0.0,15.0,501514.0,0.0,501514.0
437,0.0,1.0,1.0,0.0,21000.0,21000.0
438,0.0,1.0,1.0,0.0,21000.0,21000.0
439,1.0,0.0,1.0,33525.0,0.0,33525.0
440,1.0,0.0,1.0,21000.0,0.0,21000.0
441,0.0,1.0,1.0,0.0,21000.0,21000.0
442,1.0,0.0,1.0,21000.0,0.0,21000.0
443,1.0,0.0,1.0,21000.0,0.0,21000.0
444,1.0,0.0,1.0,25918.0,0.0,25918.0
445,0.0,88.0,88.0,0.0,2280784.0,2280784.0
446,1.0,0.0,1.0,21000.0,0.0,21000.0
447,0.0,1.0,1.0,0.0,21000.0,21000.0
448,2.0,0.0,2.0,86613.0,0.0,86613.0
449,0.0,1.0,1.0,0.0,21000.0,21000.0
450,0.0,1.0,1.0,0.0,21000.0,21000.0
451,0.0,1.0,1.0,0.0,21000.0,21000.0
452,2.0,0.0,2.0,458655.0,0.0,458655.0
453,0.0,1.0,1.0,0.0,21000.0,21000.0
454,1.0,0.0,1.0,21000.0,0.0,21000.0
455,58.0,0.0,58.0,1218000.0,0.0,1218000.0
456,0.0,1.0,1.0,0.0,21000.0,21000.0
457,0.0,1.0,1.0,0.0,21000.0,21000.0
458,1.0,0.0,1.0,21944.0,0.0,21944.0
459,0.0,23.0,23.0,0.0,504712.0,504712.0
460,0.0,72.0,72.0,0.0,16610353.0,16610353.0
461,1.0,0.0,1.0,21000.0,0.0,21000.0
462,2.0,0.0,2.0,46118.0,0.0,46118.0
463,141.0,0.0,141.0,2976745.0,0.0,2976745.0
464,0.0,1.0,1.0,0.0,21000.0,21000.0
465,1.0,0.0,1.0,46739.0,0.0,46739.0
466,0.0,103.0,103.0,0.0,3205096.0,3205096.0
467,1.0,0.0,1.0,63209.0,0.0,63209.0
468,1.0,0.0,1.0,36700.0,0.0,36700.0
469,1.0,0.0,1.0,48897.0,0.0,48897.0
470,2.0,0.0,2.0,190497.0,0.0,190497.0
471,0.0,1.0,1.0,0.0,89606.0,89606.0
472,1.0,0.0,1.0,31097.0,0.0,31097.0
473,1.0,0.0,1.0,21039.0,0.0,21039.0
474,0.0,1.0,1.0,0.0,21039.0,21039.0
475,1.0,0.0,1.0,137801.0,0.0,137801.0
476,0.0,1.0,1.0,0.0,21000.0,21000.0
477,2.0,1.0,3.0,39685.0,21000.0,60685.0
478,0.0,9.0,9.0,0.0,307167.0,307167.0
479,1.0,0.0,1.0,276388.0,0.0,276388.0
480,1.0,0.0,1.0,21000.0,0.0,21000.0
481,1.0,0.0,1.0,21000.0,0.0,21000.0
482,0.0,1.0,1.0,0.0,21000.0,21000.0
483,1.0,0.0,1.0,198856.0,0.0,198856.0
484,1.0,0.0,1.0,45118.0,0.0,45118.0
485,0.0,2.0,2.0,0.0,90236.0,90236.0
486,1.0,0.0,1.0,21000.0,0.0,21000.0
487,1.0,0.0,1.0,21000.0,0.0,21000.0
488,1.0,0.0,1.0,86984.0,0.0,86984.0
489,1.0,0.0,1.0,384654.0,0.0,384654.0
490,1.0,0.0,1.0,21000.0,0.0,21000.0
491,0.0,1.0,1.0,0.0,21000.0,21000.0
